region,province,city,district,position,candidate_name,party,votes
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"SORIANOSOS, NONO",PFP,9152
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"QUICOY, JIMMY",NP,9088
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"QUINLAT, BOY",NP,8961
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"PAMA, PIA JUNE",NP,11659
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"LAMASAN, VIETCONG",NP,9028
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"PACLIBAR, RONALD",NP,8261
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"LUMAYNO, TOTO",NP,8034
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"LA-AB, FRANCIS",NP,8029
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"PALMARES, MARIGIE",NP,7563
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"CATALAN, REY STEPHEN",NP,7303
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"SORONGON, EDWIN",NP,6599
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"DIASNES, DOC CARLO",IND,28075
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"GOLEZ-OCAMPO, JASMIN",NP,22408
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"SUSPEÑE, BUTCH",NP,22095
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"MARFITO, KATO",NP,21842
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"DIASNES, JOEL",NP,21344
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"DIVINAGRACIA, WILHELM JR",NP,19242
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"DEREQUITO, ZAKE",NP,17408
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"TAMISEN, KIKO",RP,17132
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"BISA, KIM",LAKAS,16545
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"MATTA-GEALON, JACKIE",LAKAS,12172
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"CABAOBAO, SIR CABAOBAO",PFP,11999
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"CORDERO, LOUIGI DONN",LAKAS,11475
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"BATAGA, TOTO REY",USWAG,11419
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"ACLARO, BUTCHING",LAKAS,11017
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"MALUNDA, NINO CORDERO",LAKAS,10921
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"GADAYAN, BOBBY EMBONG",LAKAS,10797
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"SUYAO-LUJAN, MARY ANN",LAKAS,15394
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"ALIPAO, DOC PAZ",LAKAS,13576
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"CUSTODIO, CHRISTY LOVE",LAKAS,12506
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GEOLLEGUE, ENGR LEMUEL",LAKAS,11482
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GELVERO, BOU-CHIT",LAKAS,10943
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GEQUINIANA, IVY",LAKAS,10901
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"TEMELO, MAR",LAKAS,10542
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"YOUNG, LORNA",LAKAS,10058
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"ESPIN, ITIK",IND,9804
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"DE LA CRUZ, YEN",LAKAS,7999
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"EBANEN, FATIMA",RP,7807
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"ELARMO, CHRISTIAN JUN",IND,7744
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"AUTENCIO, ANTHONY",LAKAS,7618
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"ESMEJARDA, KAP BONG",LAKAS,7593
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"ESPINOSA, TOTI",IND,7185
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"EULATIC, TSIPBOGRONG",LAKAS,7108
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"CABALUNA, SEDFREY",NUP,138841
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"TREÑAS, MIGUEL",PFP,134616
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"SARABIA, REX MARCUS",NUP,121633
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"ZALDIVAR, ALAN",PFP,118912
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"ACAP, LYNDON",NUP,115912
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"DELA LLANA, NENE",PFP,114048
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"MALABOR, MANDRIE",NUP,110540
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"YOUNG, JOHNNY",PFP,107413
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"SALARDA, SIR ITIK",PDPLBN,18239
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"DUREZA-LOFFE, GRACIA",PDPLBN,17729
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"BERMEJO, JAIME JR",PFP,17376
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"TALLADOR, SB LEO",PDPLBN,15687
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"BARRANCO, ENGR. EGAN",PDPLBN,15488
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"ADELANTAR, BURJ",PDPLBN,15382
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"NOBLEZA, INDAY GLOFIL",PFP,14857
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"BARRANCO, FELIX",PFP,14397
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"CARMEN, RODEL",NP,20069
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"LINGAYA, CARL CLINT",PFP,19405
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"LATIGAY, ESLAW",IND,14717
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"NAVARRA, MONIE",PFP,12976
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"LETRERO, MAE CLAIRE",PFP,12689
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"GONZALES, CESAR",PFP,12130
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"MANDADERO, STEPHEN",NP,12034
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"YCAZA, HEMPSON",IND,11569
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"BANDERADO, ATTY. TED",NP,14203
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"JAEN, ADOP DOS",NP,13821
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"JAEN, ORIG",NP,13364
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"ESPAÑO, JOSEPH ALLEN",NP,12291
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"JINON-JAGUNAP, JIJI",NP,12163
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"LABUSON, LARRY",NP,12030
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"VALLEJO, NIÑO",NP,11526
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"BELMONTE, KAP BOBOY",NP,10690
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"SANTIAGO, BINGBING",LAKAS,13213
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"VILLEGAS, REMO",LAKAS,13072
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"BALLENER, KC",LAKAS,11962
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"TENESO, CANOY",LAKAS,10662
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"ALMEÑANA, NOYNIEL",LAKAS,10284
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"SEPANTON, JM",LAKAS,10158
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"OTERO, ANGEL",LAKAS,9851
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"ARBAN, NONOLIMWEL",LAKAS,9818
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CABALUNA, SALVADOR TOTIT",NP,19004
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CAIGOY, JETHRO",NP,18062
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CAJILIG, CHINKEE",NP,16494
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CALFOFORO, INDAY WILANE",NP,16168
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"TAÑO, LARRY",NP,15635
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CAGAMPANG, KING",NP,15008
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CAMPOSANO, TOTO ERIC",NP,13688
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CALICARAN, RUBEN",NP,12209
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"CARTAGENA, BONGBONG",IND,13233
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"VILLAREAL, KV",PFP,12291
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"MORALES, GERARD",PFP,11785
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"BORRA, BOBBIE",PFP,11199
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"MALONES, JING",IND,10759
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"MONDEJAR, HOPE",PFP,10413
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"BILLENA, MA'AM MINDA",PFP,9833
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"CORCINO, ARIEL",IND,8912
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"MOLETA, JAPHET GRACE",LAKAS,25145
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NALDOZA, LEA",LAKAS,20380
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"ESPOSO, RICHARD",PFP,17857
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NULADA, GEMMA",LAKAS,17806
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NISMAL, GEMMA REI",LAKAS,17772
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NAPULAN, DOC CARLU",LP,17647
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NIONES, MARLOU",LAKAS,15020
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"TORRECAMPO, JECK",LAKAS,13945
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"ESPIRITU, ANA LOU",PFP,6099
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"PECINA, SIR IYONG",IND,6024
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"VENTILACION, DENISE",PFP,5890
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"AHUMADA, MAAM LUDA",PFP,5757
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"NOVO, NENE FELNE",IND,5457
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"GRABATO, JUN",PFP,4702
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"ZUNIEGA, LOISE ROBIN",IND,4424
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"PORQUEZ, MARILOU",PFP,4177
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"ASOY, RENE",LAKAS,8353
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"MONDEJAR-SEVILLE, LIECEL",PFP,7894
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"ARANETA, JEFFREY",NP,5943
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"SALA, RYAN",PFP,5399
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"SORONGON, NOYNOY",LAKAS,5384
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"SUSARNO, FLOYD",LAKAS,5160
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"ESPIA, JO",PFP,4819
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"LAGUARDIA, MAURO JR",NP,4770
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"PARO, ATTY. PARO",LAKAS,24430
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"GEROCHE, BONGS",NP,23857
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"OLIVARES, DOC",NP,23621
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"HOSILLOS, DOC DELL",NP,23084
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"FLORES, KAP JUN-JUN",LAKAS,22756
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"GEONIGO, LORNA",IND,22483
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"ESCANLAR, JARET",LAKAS,21559
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"ALCONGA, JUN-JUN",LAKAS,20592
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PALMARES, KATHERINE",LAKAS,34778
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"HIDALGO, MARIO III",LAKAS,30207
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"BARBERO, BONING",NP,28653
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PANES, PAUL",NP,26477
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PALMARES, BITOY",LAKAS,24622
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PALMA, CALOY",NP,21837
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PAMA, NITOY",LAKAS,21785
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PALENCIA, BONGBONG",NP,20488
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"BELASA, BOBOY",IND,21655
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"GUMBAN, WENG",PFP,20813
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"PEÑOL, SIR JP",NP,20492
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"GERADA, SB PALOY",NP,18181
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"FAJARDO, DAN",PFP,17640
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"ZALDARRIAGA, DOC KERVIN",NP,17608
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"COLLADO, JOEFRITZ",IND,15602
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"SOTOMIL, CHIEF RHIA",NP,15409
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"TIRADOR, PAOLO",PFP,27085
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"PEDRAJAS, KIRK",AKBYN,21839
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"PASUELO, TOTO JAY-AR",AKBYN,19210
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"MENDOZA, DONNABELLE",AKBYN,18709
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"PEREZ, MARK",PFP,18284
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"DAYOT, PANING",LAKAS,17788
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"PALU-AY, NONOY NIEL",PFP,15454
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"UMALAY, K5 REY",AKBYN,13640
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"LUCERO, WENG",LAKAS,13539
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"FERNANDEZ, ATTY. DONNA",LAKAS,11494
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"ALBANIA, JEFF",LAKAS,11063
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"VILLANUEVA, PIO JR",LAKAS,10837
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"LOPEZ, ANDRE",NPC,9827
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"HIPOLITO, VIRGILIO II",NPC,9431
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"FIGURA, DOC EDWIN",NPC,9311
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"OLVIDO, EGAY",LAKAS,8181
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"PAMPOSA, DEZA",NP,12341
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"VILLALOBOS, SUSAN",NP,9533
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"CORDERO, RHAYLAN",RP,8899
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"FERNANDEZ, TOTO JOE",NP,8712
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"PACLIBAR, OYOK",NP,8140
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"PALOMADO, LAILA",NP,8093
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"PACLIBAR, OYOK QUINOLPAN",NP,7759
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"SUMIDO, BUDAY",RP,7628
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SANDOY, LUZ",LAKAS,15029
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SARINAS, KIKAY",LAKAS,14522
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"GETUYA, TABA",LP,11873
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SECUBAN, GARRY",LAKAS,11292
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SANTACERA, TALI",LAKAS,10904
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SEASAT, JOEY",LAKAS,10320
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"PRADO, ATTY JUN",LP,9800
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SECONDES, NENET",LAKAS,9621
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"SAUL, BERNIE",NP,9012
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"MONDEJAR, JEBOY",IND,8750
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"SORONGON, ELSIE",PFP,8193
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"SALES, FRINCE PAL",NP,8111
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"CABANALAN, KAP PANOY",NP,7540
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"SABIJON, KULANING",PFP,7325
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"DELGADO, GEORGE",LAKAS,7249
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"GARILLOS, KAP MIKE",NP,7131
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"BACLAGON, JOJO",LAKAS,6213
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"PALABRICA, NENEN MYRFE",LAKAS,4281
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"PAMONAG, PANONG",LAKAS,4275
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"BALASICO, DAY JEANET",LAKAS,4215
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"PANTILANAN, NERIO",LAKAS,3998
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"ALEMAN, APPLE MENDOZA",IND,3810
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"BALDEVIESO, LALAINE",LAKAS,3607
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"BAMO, RACEL",LAKAS,3543
REGION VI,ILOILO,SANTA BARBARA,LONE,COUNCILOR,"COLADA, KAP CRIS",PFP,22004
REGION VI,ILOILO,SANTA BARBARA,LONE,COUNCILOR,"SODUSTA, MONMON",PFP,21907
REGION VI,ILOILO,SANTA BARBARA,LONE,COUNCILOR,"DELGADO, CHRISTINE MARIE",PFP,21707
REGION VI,ILOILO,SANTA BARBARA,LONE,COUNCILOR,"SUPERFICIAL, NEIL",PFP,20416
REGION VI,ILOILO,SANTA BARBARA,LONE,COUNCILOR,"OCTAVIANO, CLYD",PFP,19694
REGION VI,ILOILO,SANTA BARBARA,LONE,COUNCILOR,"PADILLA, TIM",NP,19357
REGION VI,ILOILO,SANTA BARBARA,LONE,COUNCILOR,"MAQUINO, ATTY PORTIA",IND,18426
REGION VI,ILOILO,SANTA BARBARA,LONE,COUNCILOR,"BADON, DOC CHA",IND,16494
REGION VI,ILOILO,SARA,LONE,COUNCILOR,"ZERRUDO, BABY TIN",NPC,17038
REGION VI,ILOILO,SARA,LONE,COUNCILOR,"MUYCO, CHECHE",IND,15846
REGION VI,ILOILO,SARA,LONE,COUNCILOR,"SEGURA, TSIP RICHIE",LAKAS,13422
REGION VI,ILOILO,SARA,LONE,COUNCILOR,"PASTRANA, CAPT NATOY",PDPLBN,12981
REGION VI,ILOILO,SARA,LONE,COUNCILOR,"AYING, ENGR JOSEPH",PDPLBN,12720
REGION VI,ILOILO,SARA,LONE,COUNCILOR,"CANINDO, ATTY REY",PDPLBN,12523
REGION VI,ILOILO,SARA,LONE,COUNCILOR,"ALCANTARA, ATTY PAT",LAKAS,12303
REGION VI,ILOILO,SARA,LONE,COUNCILOR,"TEDOCO, TON",PFP,11852
REGION VI,ILOILO,TIGBAUAN,LONE,COUNCILOR,"JARINA, PINKY",IND,25120
REGION VI,ILOILO,TIGBAUAN,LONE,COUNCILOR,"CANAYA, GEN",IND,23070
REGION VI,ILOILO,TIGBAUAN,LONE,COUNCILOR,"CAMPOSAGRADO, ADRIAN",LAKAS,18093
REGION VI,ILOILO,TIGBAUAN,LONE,COUNCILOR,"SAYSON, BOBOY",LAKAS,16185
REGION VI,ILOILO,TIGBAUAN,LONE,COUNCILOR,"TERUÑEZ, MARLON",LAKAS,15878
REGION VI,ILOILO,TIGBAUAN,LONE,COUNCILOR,"TUBIANO, MA'AM NORA",LAKAS,15060
REGION VI,ILOILO,TIGBAUAN,LONE,COUNCILOR,"TUMABOTABO, REYNALD",LAKAS,14718
REGION VI,ILOILO,TIGBAUAN,LONE,COUNCILOR,"TURALBA, NORBING",LAKAS,14554
REGION VI,ILOILO,TUBUNGAN,LONE,COUNCILOR,"GARGARITANO, TOTO ETIK",PFP,8108
REGION VI,ILOILO,TUBUNGAN,LONE,COUNCILOR,"TACSAGON, JOSHUA",LAKAS,7771
REGION VI,ILOILO,TUBUNGAN,LONE,COUNCILOR,"TACADAO, IKO",LAKAS,6816
REGION VI,ILOILO,TUBUNGAN,LONE,COUNCILOR,"TALENTO, BOBOT",LAKAS,6278
REGION VI,ILOILO,TUBUNGAN,LONE,COUNCILOR,"TALLEDO, NADY",LAKAS,6035
REGION VI,ILOILO,TUBUNGAN,LONE,COUNCILOR,"TACUYAN, MANDO",LAKAS,5570
REGION VI,ILOILO,TUBUNGAN,LONE,COUNCILOR,"GALLEGO, IKE",LAKAS,5473
REGION VI,ILOILO,TUBUNGAN,LONE,COUNCILOR,"TANALLON, ISOY",IND,4679
REGION VI,ILOILO,ZARRAGA,LONE,COUNCILOR,"SILVEO, DOC BALONGLONG",NP,10361
REGION VI,ILOILO,ZARRAGA,LONE,COUNCILOR,"SORTIGOSA, ATTY. TOTO LJ",NP,10128
REGION VI,ILOILO,ZARRAGA,LONE,COUNCILOR,"GUADALUPE, ERWIN",NP,9882
REGION VI,ILOILO,ZARRAGA,LONE,COUNCILOR,"MILLAN, BIBOY",NP,8956
REGION VI,ILOILO,ZARRAGA,LONE,COUNCILOR,"MARTIRIZAR, NOEL",PFP,7445
REGION VI,ILOILO,ZARRAGA,LONE,COUNCILOR,"PINUELA-MALACA, MAI-MAI",PFP,7226
REGION VI,ILOILO,ZARRAGA,LONE,COUNCILOR,"MATUTINA, HAPON",PFP,7054
REGION VI,ILOILO,ZARRAGA,LONE,COUNCILOR,"PUERTOLLANO, KEIN",NP,7030
REGION II,ISABELA,ALICIA,LONE,COUNCILOR,"GO, MIKO",NPC,28727
REGION II,ISABELA,ALICIA,LONE,COUNCILOR,"PAGUILA, DRA MILA",NPC,25396
REGION II,ISABELA,ALICIA,LONE,COUNCILOR,"ALEJANDRO, JOEL JEFF",NPC,21394
REGION II,ISABELA,ALICIA,LONE,COUNCILOR,"CO, DJ",NPC,20331
REGION II,ISABELA,ALICIA,LONE,COUNCILOR,"MENDOZA, ISONG",NPC,19385
REGION II,ISABELA,ALICIA,LONE,COUNCILOR,"BUMATAY, VICIELL MARI",NPC,18568
REGION II,ISABELA,ALICIA,LONE,COUNCILOR,"SESOR, PATRICK IVAN",IND,18406
REGION II,ISABELA,ALICIA,LONE,COUNCILOR,"REYES, RAMON RAMJO III",NPC,18124
REGION II,ISABELA,ANGADANAN,LONE,COUNCILOR,"SIQUIAN, DONG",NPC,15191
REGION II,ISABELA,ANGADANAN,LONE,COUNCILOR,"ALOG, YOLANDA",PFP,14472
REGION II,ISABELA,ANGADANAN,LONE,COUNCILOR,"RIVERA, JIMMY",PFP,13636
REGION II,ISABELA,ANGADANAN,LONE,COUNCILOR,"PANGANIBAN, REYNALDO JR.",NPC,13148
REGION II,ISABELA,ANGADANAN,LONE,COUNCILOR,"LOPEZ, JOY",PFP,12969
REGION II,ISABELA,ANGADANAN,LONE,COUNCILOR,"GOMEZ, PORFIRIO",NPC,11688
REGION II,ISABELA,ANGADANAN,LONE,COUNCILOR,"VALDEZ, MARCELO",NPC,10363
REGION II,ISABELA,ANGADANAN,LONE,COUNCILOR,"CABASAG, ROLANDO",NPC,8663
REGION II,ISABELA,AURORA,LONE,COUNCILOR,"ALIVIA, NORMAN",PFP,14700
REGION II,ISABELA,AURORA,LONE,COUNCILOR,"RIVERA, JUN",LAKAS,12499
REGION II,ISABELA,AURORA,LONE,COUNCILOR,"CASIANO, PAU",PFP,12416
REGION II,ISABELA,AURORA,LONE,COUNCILOR,"GALINGANA, MELVIN REY",PFP,12314
REGION II,ISABELA,AURORA,LONE,COUNCILOR,"TAGUINOD, VENELO",LAKAS,11478
REGION II,ISABELA,AURORA,LONE,COUNCILOR,"MARTIN, MELVIN",PFP,9671
REGION II,ISABELA,AURORA,LONE,COUNCILOR,"QUIAMBAO, GIOVANNI",PFP,9055
REGION II,ISABELA,AURORA,LONE,COUNCILOR,"DELA CRUZ, REYNALDO",WPP,8555
REGION II,ISABELA,BENITO SOLIVEN,LONE,COUNCILOR,"AZUR, ROSE JANE",PFP,12979
REGION II,ISABELA,BENITO SOLIVEN,LONE,COUNCILOR,"LUNGAN, ROXAN",PFP,11843
REGION II,ISABELA,BENITO SOLIVEN,LONE,COUNCILOR,"ABU, EJAY",PFP,10534
